tweet,text_cl,text_lm,sentiment
"@Otaku_Teri I've joined your Twibe, now it's your turn to join the JapanSoc Forums: http://forums.japansoc.org  #jsoc",user i have joined your twibe now it is your turn to join the japansoc forums url hashtag,user joined twibe turn join japansoc forum url hashtag,1
@krystallouise cough!!! ,user cough,user cough,1
"Good Morning All , traffic was so nice today ",good morning all traffic was so nice today,good morning traffic nice today,1
@clothes_w really? Gotta go look for that. Is it soft and densely packed?  Gosh I love target ),user really got to go look for that is it soft and densely packed god i love target,user really got go look soft densely packed god love target,1
@fearfuldogs yay! clicker segment coming up woohoo @karen_pryor ,user clicker segment coming up woohoo user,user clicker segment coming woohoo user,1
i feel really sick ew and school tomorrow even worse noooo anyway got art so thats one + of the day ,i feel really sick ew and school tomorrow even worse no anyway got art so that is one of the day,feel really sick ew school tomorrow even worse no anyway got art one day,1
Omg I definitely just got an A in math! ,god i definitely just got an a in math,god definitely got math,1
@IAMtheCOMMODORE Thank you for doing the video for the ALO girls tonight.  They enjoyed it very much.,user thank you for doing the video for the alo girls tonight they enjoyed it very much,user thank video alo girl tonight enjoyed much,1
I'm off to bed now - knackered. Up in 6hrs again to go to airport. Night all ,i am off to bed now knackered up in hrs again to go to airport night all,bed knackered hr go airport night,1
it is sooo hot! i loveee it. swimming felt soo good today. the water was cold ,it is s hot i lov it swimming felt soo good today the water was cold,hot lov swimming felt soo good today water cold,1
"@kenschafer thanks  As you know there's very little you can do.. Seems to be our main site only, though I don't have a phone ....",user thanks as you know there is very little you can do seems to be our main site only though i do not have a phone,user thanks know little seems main site though not phone,1
@Free_Spirit55 sounds like a good plan hehe. Thank you and I hope you do the same. ,user sounds like a good plan hehe thank you and i hope you do the same,user sound like good plan hehe thank hope,1
Working on a review of @problogger 's 31DBBB ebook.  Discovered a lot of great products lately. I'd love to hear of other useful ones!,working on a review of user s d ebook discovered a lot of great products lately i would love to hear of other useful ones,working review user ebook discovered lot great product lately love hear useful one,1
"Rowing in Plymouth today! Cattewater, mount batten pub after  looks like it's going to be a nice day!",rowing in plymouth today cattewater mount batten pub after looks like it is going to be a nice day,rowing plymouth today cattewater mount batten pub look like going nice day,1
Good Night Twitterverse. Sleep well. Sleep long and enjoy all the Howling Monkey Sex you can. ,good night twitterverse sleep well sleep long and enjoy all the howling monkey sex you can,good night twitterverse sleep well sleep long enjoy howling monkey sex,1
@djmayne2001 hey thanks for that top tip ,user hey thanks for that top tip,user hey thanks top tip,1
@HITMAN1063 Good morning ,user good morning,user good morning,1
@soundlyawake mornin' chicken ,user mornin chicken,user mornin chicken,1
"@yaycamille My friend's classes are not suspended. And your sister's too. I'm already in PSID, btw ",user my friend s classes are not suspended and your sister s too i am already in psid btw,user friend class not suspended sister already psid btw,1
@LegendKiller50 who knows?? haha ,user who knows,user know,1
"@mihohitori LOL, yeah it was a bit spooky, but not as much as if Heartbreak Hotel started playing and I got a tweet from Elvis! ",user it was a bit spooky but not as much as if heartbreak hotel started playing and i got a tweet from elvis,user spooky not much heartbreak hotel started playing got tweet elvis,1
"My Gym today played some good stuff. Taylor Swift, Kelly Clarkson, Lady GaGa and All American Rejects ",my gym today played some good stuff taylor swift kelly clarkson lady gaga and all american rejects,gym today played good stuff taylor swift kelly clarkson lady gaga american reject,1
@oliverromero only if by weird you mean nerdy... hehehe   ,user only if by weird you mean nerdy hehehe,user weird mean nerdy hehehe,1
"@IRON100 Thanks David.  Sorry for the delayed response. Haven't checked @ s.  Yes, I'm focused.  ",user thanks david sorry for the delayed response have not checked user s yes i am focused,user thanks david sorry delayed response not checked user yes focused,1
@Franklero Already had a look today. It's a great record. I definitely need a copy ,user already had a look today it is a great record i definitely need a copy,user already look today great record definitely need copy,1
waiting for my husband to come home! ,waiting for my husband to come home,waiting husband come home,1
"im kind of upset, ltr tweeties ",i am kind of upset ltr tweeties,kind upset ltr tweeties,1
"@blackshtef Willy and Wonka maybe, so you could say WeenKee Willy Wonka, could be fun in certain situations ",user willy and wonka maybe so you could say weenkee willy wonka could be fun in certain situations,user willy wonka maybe say weenkee willy wonka fun certain situation,1
Have you McValue Lunch-ed this week?  My fave is the Spicy Chicken McDeluxe! MMmmmm! http://u.nu/8ej9 #fb,have you mcvalue lunch ed this week my fave is the spicy chicken mcdeluxe url hashtag,mcvalue lunch ed week fave spicy chicken mcdeluxe url hashtag,1
Had sooooo much fun tonight ,had soo much fun tonight,soo much fun tonight,1
wants to wake her up but then I'll feel bad :/ lol maybe she wants me to wake her up? ,wants to wake her up but then i will feel bad maybe she wants me to wake her up,want wake feel bad maybe want wake,1
@Shi1010 Yummy Drinks!!! Have one for me! ,user yummy drinks have one for me,user yummy drink one,1
Music live todayyyy  very excited to see general fiasco and saving aimee!!!,music live today very excited to see general fiasco and saving aimee,music live today excited see general fiasco saving aimee,1
"@glassmusic Alt. version of Sweetie-Pie is amazing. You got it wrong though, Mikey Farrell made that new one. Not the other way round ",user alt version of sweetie pie is amazing you got it wrong though mikey farrell made that new one not the other way round,user alt version sweetie pie amazing got wrong though mikey farrell made new one not way round,1
w00t! Twitter now working on Trillian Astra! ,w t twitter now working on trillian astra,twitter working trillian astra,1
